osm_type,osm_id,osm_url,latitude,longitude,manufacturer,brand,model,operator,camera_class,name,in_chicago_city,address,address_source,zip_code,zip_source,police_district,district_source,direction,surveillance_type,last_osm_edit_utc,osm_version,osm_changeset_id,osm_changeset_url,osm_last_editor,osm_last_editor_uid,first_osm_mapped_utc,first_alpr_tagged_utc,first_flock_tagged_utc,history_status,installation_date,installation_date_source,installation_date_url,operational_date,operational_date_source,operational_date_url,date_notes,osm_start_date_tag,osm_construction_date_tag,osm_opening_date_tag,osm_tags_json,osm_full_element_json
node,13056453487,https://www.openstreetmap.org/node/13056453487,41.7489914,-87.7400048,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60652,Chicago ZIP polygon,8,Chicago current district polygon,190,ALPR,2025-08-07T16:25:58Z,1,170116423,https://www.openstreetmap.org/changeset/170116423,FourPugCowboy,22577580,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""190"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 170116423, ""id"": 13056453487, ""lat"": 41.7489914, ""lon"": -87.7400048, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""190"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-08-07T16:25:58Z"", ""type"": ""node"", ""uid"": 22577580, ""user"": ""FourPugCowboy"", ""version"": 1}"
node,13056453488,https://www.openstreetmap.org/node/13056453488,41.7490114,-87.7391009,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60652,Chicago ZIP polygon,8,Chicago current district polygon,180,ALPR,2025-08-07T16:25:58Z,1,170116423,https://www.openstreetmap.org/changeset/170116423,FourPugCowboy,22577580,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""180"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 170116423, ""id"": 13056453488, ""lat"": 41.7490114, ""lon"": -87.7391009, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""180"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-08-07T16:25:58Z"", ""type"": ""node"", ""uid"": 22577580, ""user"": ""FourPugCowboy"", ""version"": 1}"
node,13056453489,https://www.openstreetmap.org/node/13056453489,41.7471,-87.740115,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60652,Chicago ZIP polygon,8,Chicago current district polygon,25,ALPR,2025-08-07T16:25:58Z,1,170116423,https://www.openstreetmap.org/changeset/170116423,FourPugCowboy,22577580,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""25"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 170116423, ""id"": 13056453489, ""lat"": 41.7471, ""lon"": -87.740115, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""25"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-08-07T16:25:58Z"", ""type"": ""node"", ""uid"": 22577580, ""user"": ""FourPugCowboy"", ""version"": 1}"
node,13064471942,https://www.openstreetmap.org/node/13064471942,41.91102,-87.6510496,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,18,Chicago current district polygon,330,ALPR,2025-08-11T23:15:56Z,1,170316239,https://www.openstreetmap.org/changeset/170316239,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""330"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 170316239, ""id"": 13064471942, ""lat"": 41.91102, ""lon"": -87.6510496, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""330"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-08-11T23:15:56Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13064471944,https://www.openstreetmap.org/node/13064471944,41.9109259,-87.6592158,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,10,ALPR,2025-09-07T23:07:26Z,2,171608052,https://www.openstreetmap.org/changeset/171608052,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""10"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 171608052, ""id"": 13064471944, ""lat"": 41.9109259, ""lon"": -87.6592158, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""10"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-09-07T23:07:26Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 2}"
node,13064471945,https://www.openstreetmap.org/node/13064471945,41.9109087,-87.659298,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,,,2025-10-04T02:47:03Z,2,172814557,https://www.openstreetmap.org/changeset/172814557,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}","{""changeset"": 172814557, ""id"": 13064471945, ""lat"": 41.9109087, ""lon"": -87.659298, ""tags"": {""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}, ""timestamp"": ""2025-10-04T02:47:03Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 2}"
node,13064471946,https://www.openstreetmap.org/node/13064471946,41.9109311,-87.6602801,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,320,ALPR,2025-09-07T23:04:19Z,2,171608000,https://www.openstreetmap.org/changeset/171608000,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""320"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 171608000, ""id"": 13064471946, ""lat"": 41.9109311, ""lon"": -87.6602801, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""320"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-09-07T23:04:19Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 2}"
node,13097824993,https://www.openstreetmap.org/node/13097824993,41.9874483,-87.8068185,Flock Safety,,,Chicago Police Department,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60631,Chicago ZIP polygon,16,Chicago current district polygon,340,ALPR,2025-08-26T07:35:00Z,1,171012262,https://www.openstreetmap.org/changeset/171012262,DeadBass1905,23226480,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""340"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""operator"": ""Chicago Police Department"", ""operator:wikidata"": ""Q1340186"", ""surveillance:type"": ""ALPR""}","{""changeset"": 171012262, ""id"": 13097824993, ""lat"": 41.9874483, ""lon"": -87.8068185, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""340"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""operator"": ""Chicago Police Department"", ""operator:wikidata"": ""Q1340186"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-08-26T07:35:00Z"", ""type"": ""node"", ""uid"": 23226480, ""user"": ""DeadBass1905"", ""version"": 1}"
node,13116724751,https://www.openstreetmap.org/node/13116724751,41.9277794,-87.6816971,Flock Safety,,,The Home Depot,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60647,Chicago ZIP polygon,14,Chicago current district polygon,200,ALPR,2025-12-12T00:09:34Z,2,175824559,https://www.openstreetmap.org/changeset/175824559,goflockyourself42069,23543547,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""200"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""operator"": ""The Home Depot"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q864407"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 175824559, ""id"": 13116724751, ""lat"": 41.9277794, ""lon"": -87.6816971, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""200"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""operator"": ""The Home Depot"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q864407"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-12-12T00:09:34Z"", ""type"": ""node"", ""uid"": 23543547, ""user"": ""goflockyourself42069"", ""version"": 2}"
node,13124352708,https://www.openstreetmap.org/node/13124352708,41.9687403,-87.6887948,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60625,Chicago ZIP polygon,20,Chicago current district polygon,0,ALPR,2026-07-07T17:15:16Z,2,185282129,https://www.openstreetmap.org/changeset/185282129,misterfrog,24042813,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""description"": ""black camera facing north"", ""direction"": ""0"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 185282129, ""id"": 13124352708, ""lat"": 41.9687403, ""lon"": -87.6887948, ""tags"": {""camera:type"": ""fixed"", ""description"": ""black camera facing north"", ""direction"": ""0"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2026-07-07T17:15:16Z"", ""type"": ""node"", ""uid"": 24042813, ""user"": ""misterfrog"", ""version"": 2}"
node,13172115298,https://www.openstreetmap.org/node/13172115298,41.9952651,-87.7146807,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60659,Chicago ZIP polygon,17,Chicago current district polygon,0,ALPR,2025-09-25T22:41:43Z,1,172460849,https://www.openstreetmap.org/changeset/172460849,esanch101,23329057,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""0"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""parking""}","{""changeset"": 172460849, ""id"": 13172115298, ""lat"": 41.9952651, ""lon"": -87.7146807, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""0"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""parking""}, ""timestamp"": ""2025-09-25T22:41:43Z"", ""type"": ""node"", ""uid"": 23329057, ""user"": ""esanch101"", ""version"": 1}"
node,13172115299,https://www.openstreetmap.org/node/13172115299,41.9971162,-87.7131406,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60659,Chicago ZIP polygon,17,Chicago current district polygon,150,ALPR,2025-09-25T22:41:43Z,1,172460849,https://www.openstreetmap.org/changeset/172460849,esanch101,23329057,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""150"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""parking""}","{""changeset"": 172460849, ""id"": 13172115299, ""lat"": 41.9971162, ""lon"": -87.7131406, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""150"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""parking""}, ""timestamp"": ""2025-09-25T22:41:43Z"", ""type"": ""node"", ""uid"": 23329057, ""user"": ""esanch101"", ""version"": 1}"
