osm_type,osm_id,osm_url,latitude,longitude,manufacturer,brand,model,operator,camera_class,name,in_chicago_city,address,address_source,zip_code,zip_source,police_district,district_source,direction,surveillance_type,last_osm_edit_utc,osm_version,osm_changeset_id,osm_changeset_url,osm_last_editor,osm_last_editor_uid,first_osm_mapped_utc,first_alpr_tagged_utc,first_flock_tagged_utc,history_status,installation_date,installation_date_source,installation_date_url,operational_date,operational_date_source,operational_date_url,date_notes,osm_start_date_tag,osm_construction_date_tag,osm_opening_date_tag,osm_tags_json,osm_full_element_json
node,10057056538,https://www.openstreetmap.org/node/10057056538,41.9185873,-87.6777295,,Motorola Solutions,,,other_or_unverified_manufacturer,,yes,,not available in OSM,60647,Chicago ZIP polygon,14,Chicago current district polygon,160,ALPR,2026-01-14T16:59:59Z,4,177228126,https://www.openstreetmap.org/changeset/177228126,Zol87,1237170,,,,skipped,,,,,,,,,,,"{""brand"": ""Motorola Solutions"", ""brand:wikidata"": ""Q634815"", ""camera:mount"": ""pole"", ""camera:type"": ""fixed"", ""direction"": ""160"", ""man_made"": ""surveillance"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 177228126, ""id"": 10057056538, ""lat"": 41.9185873, ""lon"": -87.6777295, ""tags"": {""brand"": ""Motorola Solutions"", ""brand:wikidata"": ""Q634815"", ""camera:mount"": ""pole"", ""camera:type"": ""fixed"", ""direction"": ""160"", ""man_made"": ""surveillance"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-01-14T16:59:59Z"", ""type"": ""node"", ""uid"": 1237170, ""user"": ""Zol87"", ""version"": 4}"
node,10765186749,https://www.openstreetmap.org/node/10765186749,41.8910328,-87.6512495,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,135,ALPR,2024-12-12T19:24:19Z,3,160220774,https://www.openstreetmap.org/changeset/160220774,Zol87,1237170,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""135"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 160220774, ""id"": 10765186749, ""lat"": 41.8910328, ""lon"": -87.6512495, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""135"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2024-12-12T19:24:19Z"", ""type"": ""node"", ""uid"": 1237170, ""user"": ""Zol87"", ""version"": 3}"
node,10765186750,https://www.openstreetmap.org/node/10765186750,41.8910366,-87.651039,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,135,ALPR,2024-12-12T19:24:19Z,3,160220774,https://www.openstreetmap.org/changeset/160220774,Zol87,1237170,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""135"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 160220774, ""id"": 10765186750, ""lat"": 41.8910366, ""lon"": -87.651039, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""135"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2024-12-12T19:24:19Z"", ""type"": ""node"", ""uid"": 1237170, ""user"": ""Zol87"", ""version"": 3}"
node,10765186751,https://www.openstreetmap.org/node/10765186751,41.8912806,-87.6510946,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,305,ALPR,2024-12-12T19:24:19Z,3,160220774,https://www.openstreetmap.org/changeset/160220774,Zol87,1237170,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""305"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 160220774, ""id"": 10765186751, ""lat"": 41.8912806, ""lon"": -87.6510946, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""305"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2024-12-12T19:24:19Z"", ""type"": ""node"", ""uid"": 1237170, ""user"": ""Zol87"", ""version"": 3}"
node,10765186752,https://www.openstreetmap.org/node/10765186752,41.8912781,-87.6508545,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,305,ALPR,2024-12-12T19:24:19Z,3,160220774,https://www.openstreetmap.org/changeset/160220774,Zol87,1237170,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""305"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 160220774, ""id"": 10765186752, ""lat"": 41.8912781, ""lon"": -87.6508545, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""305"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2024-12-12T19:24:19Z"", ""type"": ""node"", ""uid"": 1237170, ""user"": ""Zol87"", ""version"": 3}"
node,10765186753,https://www.openstreetmap.org/node/10765186753,41.8963435,-87.6580738,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,325,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186753, ""lat"": 41.8963435, ""lon"": -87.6580738, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
node,10765186754,https://www.openstreetmap.org/node/10765186754,41.8963467,-87.657894,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,325,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186754, ""lat"": 41.8963467, ""lon"": -87.657894, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
node,10765186755,https://www.openstreetmap.org/node/10765186755,41.8963403,-87.6582558,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,325,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186755, ""lat"": 41.8963403, ""lon"": -87.6582558, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
node,10765186756,https://www.openstreetmap.org/node/10765186756,41.8961142,-87.6580605,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,145,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186756, ""lat"": 41.8961142, ""lon"": -87.6580605, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
node,10765186757,https://www.openstreetmap.org/node/10765186757,41.896105,-87.6585688,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,145,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186757, ""lat"": 41.896105, ""lon"": -87.6585688, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
node,10765186758,https://www.openstreetmap.org/node/10765186758,41.8961091,-87.658347,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,145,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186758, ""lat"": 41.8961091, ""lon"": -87.658347, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
node,10765186759,https://www.openstreetmap.org/node/10765186759,41.8961119,-87.6581908,,,,Illinois State Police,manufacturer_unknown,,yes,,not available in OSM,60642,Chicago ZIP polygon,12,Chicago current district polygon,145,ALPR,2025-09-03T00:38:22Z,4,171384547,https://www.openstreetmap.org/changeset/171384547,nickvet419,18480,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 171384547, ""id"": 10765186759, ""lat"": 41.8961119, ""lon"": -87.6581908, ""tags"": {""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-09-03T00:38:22Z"", ""type"": ""node"", ""uid"": 18480, ""user"": ""nickvet419"", ""version"": 4}"
