osm_type,osm_id,camera_key,latitude,longitude,first_mapped_as_alpr_at,first_mapped_as_alpr_date,first_alpr_osm_version,first_alpr_changeset,first_alpr_osm_user,first_alpr_osm_uid,currently_explicitly_flock,current_flock_evidence,explicitly_flock_at_first_alpr_version,first_alpr_flock_evidence,osm_object_created_at,osm_object_created_date,osm_object_created_version,camera_tag_added_after_object_creation,previous_version,previous_timestamp,previous_was_alpr,current_osm_version,current_osm_timestamp,current_changeset,current_brand,current_manufacturer,current_operator,current_model,current_direction,current_surveillance_type,osm_history_version_count,history_sha256,osm_object_url,osm_history_api_url,first_alpr_tags_json,current_tags_json,date_interpretation
node,10765186753,node/10765186753,41.8963435,-87.6580738,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,325,ALPR,4,766c502e911a98733c7e02ac0df720778de2efd1b3a991514e6211e07e8b994d,https://www.openstreetmap.org/node/10765186753,https://api.openstreetmap.org/api/0.6/node/10765186753/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10765186754,node/10765186754,41.8963467,-87.657894,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,325,ALPR,4,bb039f2e057ed731176704873cd752213cb871676bee19fd41c13377af5ca380,https://www.openstreetmap.org/node/10765186754,https://api.openstreetmap.org/api/0.6/node/10765186754/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10765186755,node/10765186755,41.8963403,-87.6582558,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,325,ALPR,4,b934c92d1bb28d42f4dba9bcb396fc734ae86ae38d8ce57f22d7e6b92558e69e,https://www.openstreetmap.org/node/10765186755,https://api.openstreetmap.org/api/0.6/node/10765186755/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""325"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10765186756,node/10765186756,41.8961142,-87.6580605,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,145,ALPR,4,3f3df7cb2a5c203cf9cc4fbc4599f1290c1165d4d605343e2eea473fe64b2059,https://www.openstreetmap.org/node/10765186756,https://api.openstreetmap.org/api/0.6/node/10765186756/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10765186757,node/10765186757,41.896105,-87.6585688,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,145,ALPR,4,f8560269cd7fc18d963359f3f61e289f3bc18590b8fac3fde4691d1f6601f7f4,https://www.openstreetmap.org/node/10765186757,https://api.openstreetmap.org/api/0.6/node/10765186757/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10765186758,node/10765186758,41.8961091,-87.658347,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,145,ALPR,4,b0df97d551ddb11aee0a6f37cbac50b7e865a367ff5fc14c355a070bbee35c2a,https://www.openstreetmap.org/node/10765186758,https://api.openstreetmap.org/api/0.6/node/10765186758/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10765186759,node/10765186759,41.8961119,-87.6581908,2023-03-27T04:36:53Z,2023-03-27,1,134158338,JakeTheMoose,1898744,False,,False,,2023-03-27T04:36:53Z,2023-03-27,1,False,,,False,4,2025-09-03T00:38:22Z,171384547,,,Illinois State Police,,145,ALPR,4,671f275e93573e36e68c1fb60c2ce71a99034df9d860f471be382ed80625b00d,https://www.openstreetmap.org/node/10765186759,https://api.openstreetmap.org/api/0.6/node/10765186759/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""145"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10767134880,node/10767134880,41.892478,-87.647808,2023-03-27T20:42:33Z,2023-03-27,1,134193959,JakeTheMoose,1898744,False,,False,,2023-03-27T20:42:33Z,2023-03-27,1,False,,,False,4,2024-12-12T19:24:19Z,160220774,,,Illinois State Police,,270,ALPR,4,a18468f40587c2fc00ee4480f34c807f73945ee2f4de4331d13a4c5684b60ffc,https://www.openstreetmap.org/node/10767134880,https://api.openstreetmap.org/api/0.6/node/10767134880/history,"{""camera:mount"": ""street_lamp"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""street_lamp"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10767134881,node/10767134881,41.8925397,-87.647825,2023-03-27T20:42:33Z,2023-03-27,1,134193959,JakeTheMoose,1898744,False,,False,,2023-03-27T20:42:33Z,2023-03-27,1,False,,,False,4,2024-12-12T19:24:19Z,160220774,,,Illinois State Police,,270,ALPR,4,b01a284faf8d3bd755bb0d17444f65ee3dc4736aed1fdd402ee67f70402ecd17,https://www.openstreetmap.org/node/10767134881,https://api.openstreetmap.org/api/0.6/node/10767134881/history,"{""camera:mount"": ""street_lamp"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""street_lamp"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10767134882,node/10767134882,41.8923747,-87.6475085,2023-03-27T20:42:33Z,2023-03-27,1,134193959,JakeTheMoose,1898744,False,,False,,2023-03-27T20:42:33Z,2023-03-27,1,False,,,False,5,2026-03-22T21:06:34Z,180272535,,,Illinois State Police,,90,ALPR,5,be6f69acb8575504c06a598b2a14801eb8208382f07b2d0c726202a40d8f76a4,https://www.openstreetmap.org/node/10767134882,https://api.openstreetmap.org/api/0.6/node/10767134882/history,"{""camera:mount"": ""street_lamp"", ""camera:type"": ""fixed"", ""direction"": ""90"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""street_lamp"", ""camera:type"": ""fixed"", ""direction"": ""90"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10780034864,node/10780034864,41.9283049,-87.7120746,2023-04-02T17:29:24Z,2023-04-02,1,134423564,JakeTheMoose,1898744,False,,False,,2023-04-02T17:29:24Z,2023-04-02,1,False,,,False,2,2024-08-27T09:25:50Z,155820576,,,Chicago Police Department,,270,ALPR,2,269765786fb227df0ae4dc07800e0be4b1e86678b77dfc4c9636e239526e39f6,https://www.openstreetmap.org/node/10780034864,https://api.openstreetmap.org/api/0.6/node/10780034864/history,"{""camera:mount"": ""traffic_signals"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Chicago Police Department"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""street""}","{""camera:mount"": ""traffic_signals"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Chicago Police Department"", ""operator:wikidata"": ""Q1340186"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""street""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10780034865,node/10780034865,41.9282475,-87.7133038,2023-04-02T17:29:24Z,2023-04-02,1,134423564,JakeTheMoose,1898744,False,,False,,2023-04-02T17:29:24Z,2023-04-02,1,False,,,False,2,2024-08-27T09:25:50Z,155820576,,,Chicago Police Department,,200,ALPR,2,eb72f0e3db489f40b0e175e1198974c3e0bba648ba187adfb89d2f5638920203,https://www.openstreetmap.org/node/10780034865,https://api.openstreetmap.org/api/0.6/node/10780034865/history,"{""camera:mount"": ""lighting_pole"", ""camera:type"": ""fixed"", ""direction"": ""200"", ""man_made"": ""surveillance"", ""operator"": ""Chicago Police Department"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""street""}","{""camera:mount"": ""lighting_pole"", ""camera:type"": ""fixed"", ""direction"": ""200"", ""man_made"": ""surveillance"", ""operator"": ""Chicago Police Department"", ""operator:wikidata"": ""Q1340186"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""street""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10838066134,node/10838066134,41.8713334,-87.7545845,2023-04-24T21:01:19Z,2023-04-24,1,135318914,JakeTheMoose,1898744,False,,False,,2023-04-24T21:01:19Z,2023-04-24,1,False,,,False,4,2025-09-19T21:06:33Z,172182246,,,Illinois State Police,,90;100,ALPR,4,4eb8cb0566c0a32c886902cbf564f01997a7a2f4295e5a5bb18baaf8838091df,https://www.openstreetmap.org/node/10838066134,https://api.openstreetmap.org/api/0.6/node/10838066134/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""90"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""90;100"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
node,10838066135,node/10838066135,41.8716782,-87.7549045,2023-04-24T21:01:19Z,2023-04-24,1,135318914,JakeTheMoose,1898744,False,,False,,2023-04-24T21:01:19Z,2023-04-24,1,False,,,False,4,2025-09-19T21:06:33Z,172182246,,,Illinois State Police,,270;280,ALPR,4,d3848dc3f37ceff0fd06895607628491fdbed450d312aaa9ebbe2be5707a1ac4,https://www.openstreetmap.org/node/10838066135,https://api.openstreetmap.org/api/0.6/node/10838066135/history,"{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""camera:mount"": ""wall"", ""camera:type"": ""fixed"", ""direction"": ""270;280"", ""man_made"": ""surveillance"", ""operator"": ""Illinois State Police"", ""operator:short"": ""ISP"", ""operator:wikidata"": ""Q3148730"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}",first observed OSM version tagged as ALPR/ANPR; not verified installation/activation date
